seqid	source	exon_type	start	end	length	homology	strand	phase	attributes	substring
GRA_SL+_TRINITY_DN48132_c0_g2_i1	+	fine	3538	3595	57	100.0	+	.	GRA_OG0031072	substring_2
GRA_SL+_TRINITY_DN48132_c0_g2_i1	+	fine	4483	4610	127	100.0	+	.	GRA_OG0031072	substring_2
GRA_SL+_TRINITY_DN48132_c0_g2_i1	+	fine	4963	5035	72	100.0	+	.	GRA_OG0031072	substring_2
GRA_SL+_TRINITY_DN48132_c0_g2_i1	+	fine	5782	5896	114	99.13	+	.	GRA_OG0031072	substring_2
GRA_SL+_TRINITY_DN48132_c0_g2_i1	+	fine	6425	6459	34	100.0	+	.	GRA_OG0031072	substring_2
GRA_SL+_TRINITY_DN48132_c0_g2_i1	+	fine	7462	7526	64	100.0	+	.	GRA_OG0031072	substring_2
GRA_SL+_TRINITY_DN48132_c0_g2_i1	+	fine	7974	8052	78	100.0	+	.	GRA_OG0031072	substring_2
GRA_SL+_TRINITY_DN48132_c0_g2_i1	+	fine	10037	10164	127	99.22	+	.	GRA_OG0031072	substring_2
GRA_SL+_TRINITY_DN48132_c0_g2_i1	+	fine	10595	10654	59	100.0	+	.	GRA_OG0031072	substring_2
GRA_SL+_TRINITY_DN48132_c0_g2_i1	+	fine	11718	11835	117	100.0	+	.	GRA_OG0031072	substring_2
GRA_SL+_TRINITY_DN48132_c0_g2_i1	+	fine	12799	12887	88	97.75	+	.	GRA_OG0031072	substring_2
GRA_SL-_TRINITY_DN43103_c0_g2_i2	-	fine	1797	1860	63	100.0	-	.	GRA_OG0031084	substring_1
GRA_SL-_TRINITY_DN43103_c0_g2_i2	-	intron	1861	2808	947	0	-	.	GRA_OG0031084	substring_1
GRA_SL-_TRINITY_DN43103_c0_g2_i2	-	fine	2809	2857	48	100.0	-	.	GRA_OG0031084	substring_1
GRA_SL-_TRINITY_DN43103_c0_g2_i2	-	intron	2858	3128	270	0	-	.	GRA_OG0031084	substring_1
GRA_SL-_TRINITY_DN43103_c0_g2_i2	-	fine	3129	3202	73	100.0	-	.	GRA_OG0031084	substring_1
GRA_SL-_TRINITY_DN43103_c0_g2_i2	-	intron	3203	3434	231	0	-	.	GRA_OG0031084	substring_1
GRA_SL-_TRINITY_DN43103_c0_g2_i2	-	fine	3435	3510	75	96.05	-	.	GRA_OG0031084	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	200	303	103	99.04	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	304	534	230	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	535	628	93	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	629	693	64	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	694	780	86	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	781	1321	540	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	1322	1429	107	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	1430	2192	762	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	2193	2234	41	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	2235	2359	124	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	2360	2406	46	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	2407	2768	361	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	2769	2863	94	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	2864	3351	487	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	3352	3394	42	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	3395	4722	1327	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	4723	4769	46	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	4770	5020	250	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	5021	5104	83	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	5105	5180	75	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	5181	5234	53	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	5235	5653	418	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	5654	5788	134	98.52	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	5789	6174	385	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	6175	6251	76	98.7	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	6252	7096	844	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	7097	7228	131	99.24	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	7229	7761	532	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	7762	7858	96	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	7859	7960	101	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	7961	8062	101	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	8063	8182	119	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	8183	8257	74	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	8258	8660	402	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	8661	8796	135	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	8797	8878	81	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	8879	8934	55	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	8935	10238	1303	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	10239	10377	138	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	10378	11021	643	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	11022	11114	92	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	11115	11905	790	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	11906	11946	40	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	11947	13897	1950	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	13898	14343	445	99.55	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	14344	15517	1173	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	15518	15707	189	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	15708	16242	534	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	16243	16359	116	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	16360	16715	355	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	16716	16883	167	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	16884	17805	921	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	17806	17907	101	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	17908	18948	1040	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	18949	19193	244	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	19194	19911	717	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	19912	20050	138	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	20051	20713	662	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	20714	20909	195	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	20910	21226	316	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	21227	21358	131	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	21359	22410	1051	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	22411	22517	106	100.0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	intron	22518	23304	786	0	+	.	GRA_OG0031088	substring_1
GRA_SL+_TRINITY_DN47249_c1_g3_i1	+	fine	23305	23464	159	99.38	+	.	GRA_OG0031088	substring_1
GRA_SL-_TRINITY_DN50864_c0_g4_i1	-	fine	1800	1890	90	100.0	-	.	GRA_OG0031099	substring_1
GRA_SL-_TRINITY_DN50864_c0_g4_i1	-	intron	1891	2219	328	0	-	.	GRA_OG0031099	substring_1
GRA_SL-_TRINITY_DN50864_c0_g4_i1	-	fine	2220	2286	66	100.0	-	.	GRA_OG0031099	substring_1
GRA_SL-_TRINITY_DN50864_c0_g4_i1	-	intron	2287	4958	2671	0	-	.	GRA_OG0031099	substring_1
GRA_SL-_TRINITY_DN50864_c0_g4_i1	-	fine	4959	5074	115	100.0	-	.	GRA_OG0031099	substring_1
GRA_SL-_TRINITY_DN50864_c0_g4_i1	-	intron	5075	5436	361	0	-	.	GRA_OG0031099	substring_1
GRA_SL-_TRINITY_DN50864_c0_g4_i1	-	fine	5437	5510	73	98.65	-	.	GRA_OG0031099	substring_1
GRA_SL-_TRINITY_DN50864_c0_g4_i1	-	intron	5511	5822	311	0	-	.	GRA_OG0031099	substring_1
GRA_SL-_TRINITY_DN50864_c0_g4_i1	-	fine	5823	5921	98	100.0	-	.	GRA_OG0031099	substring_1
GRA_SL-_TRINITY_DN50864_c0_g4_i1	-	intron	5922	6444	522	0	-	.	GRA_OG0031099	substring_1
GRA_SL-_TRINITY_DN50864_c0_g4_i1	-	fine	6445	6569	124	100.0	-	.	GRA_OG0031099	substring_1
GRA_SL-_TRINITY_DN50864_c0_g4_i1	-	intron	6570	6664	94	0	-	.	GRA_OG0031099	substring_1
GRA_SL-_TRINITY_DN50864_c0_g4_i1	-	fine	6665	6734	69	100.0	-	.	GRA_OG0031099	substring_1
GRA_SL-_TRINITY_DN50864_c0_g4_i1	-	intron	6735	7142	407	0	-	.	GRA_OG0031099	substring_1
GRA_SL-_TRINITY_DN50864_c0_g4_i1	-	fine	7143	7216	73	97.3	-	.	GRA_OG0031099	substring_1
GRA_SL-_TRINITY_DN50809_c1_g1_i1	-	fine	198	372	174	96.0	-	.	GRA_OG0031112	substring_1
GRA_SL-_TRINITY_DN50809_c1_g1_i1	-	intron	373	1115	742	0	-	.	GRA_OG0031112	substring_1
GRA_SL-_TRINITY_DN50809_c1_g1_i1	-	intron	373	1115	742	0	-	.	GRA_OG0031112	substring_2
GRA_SL-_TRINITY_DN50809_c1_g1_i1	-	fine	1116	1157	41	100.0	-	.	GRA_OG0031112	substring_1
GRA_SL-_TRINITY_DN50809_c1_g1_i1	-	fine	2205	2329	124	100.0	-	.	GRA_OG0031112	substring_2
GRA_SL-_TRINITY_DN50809_c1_g1_i1	-	fine	2846	2995	149	98.67	-	.	GRA_OG0031112	substring_2
GRA_SL-_TRINITY_DN50809_c1_g1_i1	-	fine	3552	3602	50	100.0	-	.	GRA_OG0031112	substring_2
GRA_SL-_TRINITY_DN50809_c1_g1_i1	-	fine	4647	4732	85	100.0	-	.	GRA_OG0031112	substring_2
GRA_SL+_TRINITY_DN46935_c1_g3_i1	+	fine	201	326	125	97.62	+	.	GRA_OG0031127	substring_1
GRA_SL+_TRINITY_DN46935_c1_g3_i1	+	intron	327	472	145	0	+	.	GRA_OG0031127	substring_1
GRA_SL+_TRINITY_DN46935_c1_g3_i1	+	intron	327	472	145	0	+	.	GRA_OG0031127	substring_2
GRA_SL+_TRINITY_DN46935_c1_g3_i1	+	fine	473	591	118	100.0	+	.	GRA_OG0031127	substring_1
GRA_SL+_TRINITY_DN46935_c1_g3_i1	+	intron	592	2048	1456	0	+	.	GRA_OG0031127	substring_1
GRA_SL+_TRINITY_DN46935_c1_g3_i1	+	intron	592	2048	1456	0	+	.	GRA_OG0031127	substring_2
GRA_SL+_TRINITY_DN46935_c1_g3_i1	+	fine	2049	2230	181	100.0	+	.	GRA_OG0031127	substring_1
GRA_SL+_TRINITY_DN46935_c1_g3_i1	+	fine	4618	4721	103	99.04	+	.	GRA_OG0031127	substring_2
GRA_SL+_TRINITY_DN46935_c1_g3_i1	+	fine	5114	5221	107	100.0	+	.	GRA_OG0031127	substring_2
GRA_SL+_TRINITY_DN46935_c1_g3_i1	+	fine	5478	5738	260	99.23	+	.	GRA_OG0031127	substring_2
GRA_SL+_TRINITY_DN46935_c1_g3_i1	+	fine	6155	6271	116	100.0	+	.	GRA_OG0031127	substring_2
GRA_SL+_TRINITY_DN46935_c1_g3_i1	+	fine	6742	6880	138	99.28	+	.	GRA_OG0031127	substring_2
GRA_SL+_TRINITY_DN46935_c1_g3_i1	+	fine	8089	8274	185	98.92	+	.	GRA_OG0031127	substring_2
GRA_SL+_TRINITY_DN46935_c1_g3_i1	+	fine	8527	8758	231	98.71	+	.	GRA_OG0031127	substring_2
GRA_SL+_TRINITY_DN46935_c1_g3_i1	+	fine	9973	10030	57	98.28	+	.	GRA_OG0031127	substring_2
GRA_SL+_TRINITY_DN46935_c1_g3_i1	+	fine	10321	10442	121	99.18	+	.	GRA_OG0031127	substring_2
GRA_SL+_TRINITY_DN46935_c1_g3_i1	+	fine	10946	11129	183	97.83	+	.	GRA_OG0031127	substring_2
GRA_SL+_TRINITY_DN46935_c1_g3_i1	+	fine	11713	11800	87	95.45	+	.	GRA_OG0031127	substring_2
GRA_SL-_TRINITY_DN41175_c1_g3_i1	-	fine	4303	4389	86	98.85	-	.	GRA_OG0031132	substring_1
GRA_SL-_TRINITY_DN41175_c1_g3_i1	-	intron	4390	4832	442	0	-	.	GRA_OG0031132	substring_1
GRA_SL-_TRINITY_DN41175_c1_g3_i1	-	fine	4833	4949	116	99.15	-	.	GRA_OG0031132	substring_1
GRA_SL-_TRINITY_DN41175_c1_g3_i1	-	intron	4950	6474	1524	0	-	.	GRA_OG0031132	substring_1
GRA_SL-_TRINITY_DN41175_c1_g3_i1	-	fine	6475	6526	51	100.0	-	.	GRA_OG0031132	substring_1
GRA_SL-_TRINITY_DN41175_c1_g3_i1	-	intron	6527	6965	438	0	-	.	GRA_OG0031132	substring_1
GRA_SL-_TRINITY_DN41175_c1_g3_i1	-	fine	6966	7096	130	96.95	-	.	GRA_OG0031132	substring_1
GRA_SL-_TRINITY_DN41175_c1_g3_i1	-	intron	7097	7671	574	0	-	.	GRA_OG0031132	substring_1
GRA_SL-_TRINITY_DN41175_c1_g3_i1	-	fine	7672	7708	36	100.0	-	.	GRA_OG0031132	substring_1
GRA_SL-_TRINITY_DN41175_c1_g3_i1	-	intron	7709	8665	956	0	-	.	GRA_OG0031132	substring_1
GRA_SL-_TRINITY_DN41175_c1_g3_i1	-	fine	8666	8808	142	100.0	-	.	GRA_OG0031132	substring_1
GRA_SL-_TRINITY_DN41175_c1_g3_i1	-	intron	8809	9733	924	0	-	.	GRA_OG0031132	substring_1
GRA_SL-_TRINITY_DN41175_c1_g3_i1	-	fine	9734	9961	227	98.25	-	.	GRA_OG0031132	substring_1
GRA_SL+_TRINITY_DN28958_c0_g1_i1	+	fine	6028	6199	171	98.26	+	.	GRA_OG0031134	substring_1
GRA_SL+_TRINITY_DN28958_c0_g1_i1	+	intron	6200	6947	747	0	+	.	GRA_OG0031134	substring_1
GRA_SL+_TRINITY_DN28958_c0_g1_i1	+	intron	6200	6947	747	0	+	.	GRA_OG0031134	substring_2
GRA_SL+_TRINITY_DN28958_c0_g1_i1	+	fine	6948	7052	104	100.0	+	.	GRA_OG0031134	substring_1
GRA_SL+_TRINITY_DN28958_c0_g1_i1	+	intron	7053	7271	218	0	+	.	GRA_OG0031134	substring_1
GRA_SL+_TRINITY_DN28958_c0_g1_i1	+	intron	7053	7271	218	0	+	.	GRA_OG0031134	substring_2
GRA_SL+_TRINITY_DN28958_c0_g1_i1	+	fine	7272	7337	65	100.0	+	.	GRA_OG0031134	substring_1
GRA_SL+_TRINITY_DN28958_c0_g1_i1	+	intron	7338	10029	2691	0	+	.	GRA_OG0031134	substring_1
GRA_SL+_TRINITY_DN28958_c0_g1_i1	+	intron	7338	10029	2691	0	+	.	GRA_OG0031134	substring_2
GRA_SL+_TRINITY_DN28958_c0_g1_i1	+	fine	10030	10114	84	100.0	+	.	GRA_OG0031134	substring_1
GRA_SL+_TRINITY_DN28958_c0_g1_i1	+	fine	13082	13130	48	100.0	+	.	GRA_OG0031134	substring_2
GRA_SL+_TRINITY_DN28958_c0_g1_i1	+	fine	13219	13320	101	100.0	+	.	GRA_OG0031134	substring_2
GRA_SL+_TRINITY_DN28958_c0_g1_i1	+	fine	13783	13847	64	98.46	+	.	GRA_OG0031134	substring_2
GRA_SL-_TRINITY_DN34606_c0_g1_i1	-	fine	200	308	108	98.17	-	.	GRA_OG0031140	substring_1
GRA_SL-_TRINITY_DN34606_c0_g1_i1	-	intron	309	680	371	0	-	.	GRA_OG0031140	substring_1
GRA_SL-_TRINITY_DN34606_c0_g1_i1	-	fine	681	852	171	98.84	-	.	GRA_OG0031140	substring_1
GRA_SL-_TRINITY_DN34606_c0_g1_i1	-	intron	853	1082	229	0	-	.	GRA_OG0031140	substring_1
GRA_SL-_TRINITY_DN34606_c0_g1_i1	-	fine	1083	1217	134	98.52	-	.	GRA_OG0031140	substring_1
GRA_SL-_TRINITY_DN34606_c0_g1_i1	-	intron	1218	1568	350	0	-	.	GRA_OG0031140	substring_1
GRA_SL-_TRINITY_DN34606_c0_g1_i1	-	fine	1569	1771	202	99.51	-	.	GRA_OG0031140	substring_1
GRA_SL-_TRINITY_DN34606_c0_g1_i1	-	intron	1772	2131	359	0	-	.	GRA_OG0031140	substring_1
GRA_SL-_TRINITY_DN34606_c0_g1_i1	-	fine	2132	2348	216	99.54	-	.	GRA_OG0031140	substring_1
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	fine	196	282	86	97.7	+	.	GRA_OG0031151	substring_1
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	intron	283	682	399	0	+	.	GRA_OG0031151	substring_1
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	intron	283	682	399	0	+	.	GRA_OG0031151	substring_2
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	fine	683	928	245	98.78	+	.	GRA_OG0031151	substring_1
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	intron	929	1303	374	0	+	.	GRA_OG0031151	substring_1
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	intron	929	1303	374	0	+	.	GRA_OG0031151	substring_2
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	fine	1304	1428	124	96.8	+	.	GRA_OG0031151	substring_1
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	intron	1429	2328	899	0	+	.	GRA_OG0031151	substring_1
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	intron	1429	2328	899	0	+	.	GRA_OG0031151	substring_2
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	fine	2329	2459	130	97.71	+	.	GRA_OG0031151	substring_1
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	intron	2460	3727	1267	0	+	.	GRA_OG0031151	substring_1
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	intron	2460	3727	1267	0	+	.	GRA_OG0031151	substring_2
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	fine	3728	3812	84	97.65	+	.	GRA_OG0031151	substring_1
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	intron	3813	3948	135	0	+	.	GRA_OG0031151	substring_1
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	intron	3813	3948	135	0	+	.	GRA_OG0031151	substring_2
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	fine	3949	3993	44	100.0	+	.	GRA_OG0031151	substring_1
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	intron	3994	4133	139	0	+	.	GRA_OG0031151	substring_1
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	intron	3994	4133	139	0	+	.	GRA_OG0031151	substring_2
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	fine	4134	4193	59	98.33	+	.	GRA_OG0031151	substring_1
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	fine	4371	4516	145	100.0	+	.	GRA_OG0031151	substring_2
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	fine	4887	4989	102	100.0	+	.	GRA_OG0031151	substring_2
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	fine	5280	5505	225	98.67	+	.	GRA_OG0031151	substring_2
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	fine	5965	6116	151	98.68	+	.	GRA_OG0031151	substring_2
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	fine	6392	6521	129	96.15	+	.	GRA_OG0031151	substring_2
GRA_SL+_TRINITY_DN35551_c0_g1_i6	+	fine	6911	7298	387	99.23	+	.	GRA_OG0031151	substring_2
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	2121	2203	82	100.0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	intron	2204	3439	1235	0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	3440	3655	215	99.54	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	intron	3656	4207	551	0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	4208	4257	49	100.0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	intron	4258	4586	328	0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	4587	4658	71	100.0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	intron	4659	4769	110	0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	4770	4807	37	100.0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	intron	4808	4880	72	0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	4881	5005	124	100.0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	intron	5006	5791	785	0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	5792	5861	69	100.0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	intron	5862	6160	298	0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	6161	6217	56	100.0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	intron	6218	7302	1084	0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	7303	7416	113	99.12	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	intron	7417	9966	2549	0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	9967	10047	80	100.0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	intron	10048	11856	1808	0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	11857	11960	103	100.0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	intron	11961	12596	635	0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	12597	12732	135	100.0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	intron	12733	13287	554	0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	13288	13322	34	100.0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	intron	13323	14164	841	0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	14165	14217	52	98.11	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	intron	14218	15262	1044	0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	15263	15409	146	100.0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	intron	15410	16197	787	0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	16198	16312	114	100.0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	intron	16313	17053	740	0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	17054	17094	40	100.0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	intron	17095	17171	76	0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	17172	17330	158	99.37	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	intron	17331	17447	116	0	+	.	GRA_OG0031152	substring_1
GRA_SL+_TRINITY_DN41497_c1_g4_i1	+	fine	17448	17508	60	100.0	+	.	GRA_OG0031152	substring_1
